payment_id,merchant_id,customer_id,transaction_amount,payment_method,failure_reason,attempt_count,customer_success_rate,customer_failure_rate,customer_value,hour_of_day,day_of_week,recovery_attempted,recovery_strategy,recovery_success
00000000-0000-0000-0000-0000000186ae,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-00000000069b,649,upi,BANK_TIMEOUT,3,0.7808,0.2192,190547.2,17,6,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186af,00000000-0000-0000-0000-000000000012,00000000-0000-0000-0000-00000000095d,809,upi,BANK_TIMEOUT,2,0.7458,0.2542,13941.99,12,6,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186b0,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-0000000004e6,3510,wallet,BANK_TIMEOUT,1,0.8755,0.1245,15710.08,15,3,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186b1,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-00000000096a,587,wallet,CUSTOMER_ABANDONMENT,1,0.9867,0.0133,26479.19,19,6,True,SEND_PAYMENT_LINK,0
00000000-0000-0000-0000-0000000186b2,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-000000000619,2461,card,NETWORK_ERROR,1,0.7855,0.2145,6824.99,17,5,True,RETRY_NOW,0
00000000-0000-0000-0000-0000000186b3,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-00000000053a,1195,card,CARD_EXPIRED,2,0.8479,0.1521,22125.6,8,6,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186b4,00000000-0000-0000-0000-00000000000b,00000000-0000-0000-0000-000000000989,940,card,BANK_TIMEOUT,1,0.7258,0.2742,14838.7,21,4,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186b5,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000958,15996,card,BANK_TIMEOUT,1,0.7226,0.2774,29597.32,9,0,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186b6,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000748,394,upi,INSUFFICIENT_FUNDS,1,0.6625,0.3375,12070.42,21,0,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186b7,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-0000000004b9,11423,card,NETWORK_ERROR,1,0.7769,0.2231,184996.34,11,3,True,RETRY_NOW,0
00000000-0000-0000-0000-0000000186b8,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-0000000004f8,4913,upi,CARD_EXPIRED,1,0.3727,0.6273,16405.26,23,4,True,SWITCH_PAYMENT_METHOD,0
00000000-0000-0000-0000-0000000186b9,00000000-0000-0000-0000-000000000010,00000000-0000-0000-0000-00000000076d,848,card,BANK_TIMEOUT,2,0.9693,0.0307,16095.37,10,3,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186ba,00000000-0000-0000-0000-00000000000b,00000000-0000-0000-0000-000000000772,5100,netbanking,BANK_TIMEOUT,1,0.8814,0.1186,293115.35,11,6,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186bb,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-0000000009bf,100,card,TECHNICAL_ERROR,1,0.753,0.247,5534.98,1,1,True,RETRY_NOW,1
00000000-0000-0000-0000-0000000186bc,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000910,762,card,INSUFFICIENT_FUNDS,2,0.2862,0.7138,20253.53,13,4,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186bd,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-00000000096e,596,card,CUSTOMER_ABANDONMENT,3,0.8558,0.1442,199180.75,9,1,True,SEND_PAYMENT_LINK,1
00000000-0000-0000-0000-0000000186be,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-0000000007fb,2872,card,NETWORK_ERROR,2,0.4271,0.5729,12969.26,7,6,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186bf,00000000-0000-0000-0000-00000000000c,00000000-0000-0000-0000-0000000005d2,4201,upi,BANK_TIMEOUT,1,0.8121,0.1879,14010.87,16,4,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186c0,00000000-0000-0000-0000-00000000000c,00000000-0000-0000-0000-000000000400,2815,emi,TECHNICAL_ERROR,1,0.9381,0.0619,11227.07,0,6,True,RETRY_NOW,0
00000000-0000-0000-0000-0000000186c1,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-000000000745,2098,card,PAYMENT_METHOD_FAILURE,2,0.4342,0.5658,20891.78,10,6,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186c2,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-00000000089a,5559,card,NETWORK_ERROR,1,0.7768,0.2232,5249.04,8,0,True,RETRY_NOW,0
00000000-0000-0000-0000-0000000186c3,00000000-0000-0000-0000-000000000016,00000000-0000-0000-0000-000000000717,4593,upi,CARD_EXPIRED,1,0.8645,0.1355,25843.8,14,3,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186c4,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000907,825,upi,CARD_EXPIRED,1,0.7081,0.2919,29555.41,19,2,True,SWITCH_PAYMENT_METHOD,0
00000000-0000-0000-0000-0000000186c5,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-000000000526,934,upi,NETWORK_ERROR,2,0.8333,0.1667,15793.04,9,6,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186c6,00000000-0000-0000-0000-000000000010,00000000-0000-0000-0000-00000000090d,4265,card,PAYMENT_METHOD_FAILURE,2,0.7216,0.2784,13002.34,9,6,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186c7,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-0000000005dc,1700,card,INSUFFICIENT_FUNDS,1,0.8539,0.1461,13268.07,22,4,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186c8,00000000-0000-0000-0000-00000000000c,00000000-0000-0000-0000-00000000093c,1843,upi,PAYMENT_METHOD_FAILURE,1,0.6371,0.3629,9927.89,9,5,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186c9,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-0000000003ff,2147,card,TECHNICAL_ERROR,1,0.6584,0.3416,10459.65,11,6,True,RETRY_NOW,0
00000000-0000-0000-0000-0000000186ca,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-0000000005fa,219,card,BANK_TIMEOUT,2,0.8125,0.1875,28021.28,11,2,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186cb,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-0000000004d9,785,upi,BANK_TIMEOUT,2,0.5823,0.4177,26265.99,22,2,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186cc,00000000-0000-0000-0000-00000000000f,00000000-0000-0000-0000-000000000602,3189,upi,INSUFFICIENT_FUNDS,1,0.7975,0.2025,5139.56,0,3,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186cd,00000000-0000-0000-0000-00000000000d,00000000-0000-0000-0000-000000000459,777,upi,INSUFFICIENT_FUNDS,1,0.955,0.045,3661.57,16,2,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186ce,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-00000000087f,1359,upi,BANK_TIMEOUT,2,0.6366,0.3634,263599.88,9,0,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186cf,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000401,3164,card,INSUFFICIENT_FUNDS,1,0.5177,0.4823,59221.74,16,1,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186d0,00000000-0000-0000-0000-000000000011,00000000-0000-0000-0000-000000000430,5981,upi,CUSTOMER_ABANDONMENT,2,0.5298,0.4702,15404.94,11,3,True,SEND_PAYMENT_LINK,1
00000000-0000-0000-0000-0000000186d1,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-0000000005e4,6994,card,PAYMENT_METHOD_FAILURE,1,0.8051,0.1949,25517.24,10,0,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186d2,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-0000000004dc,7550,upi,CUSTOMER_ABANDONMENT,1,0.8039,0.1961,29156.16,13,6,True,SEND_PAYMENT_LINK,1
00000000-0000-0000-0000-0000000186d3,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-000000000446,1515,wallet,BANK_TIMEOUT,1,0.5982,0.4018,25230.7,13,2,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186d4,00000000-0000-0000-0000-00000000000f,00000000-0000-0000-0000-000000000664,1340,card,INSUFFICIENT_FUNDS,1,0.7634,0.2366,10981.93,15,1,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186d5,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-000000000656,447,upi,NETWORK_ERROR,1,0.9029,0.0971,28279.91,2,3,True,RETRY_NOW,0
00000000-0000-0000-0000-0000000186d6,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-000000000578,10453,upi,INSUFFICIENT_FUNDS,2,0.667,0.333,199589.37,17,1,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186d7,00000000-0000-0000-0000-00000000000e,00000000-0000-0000-0000-00000000072f,1275,card,INSUFFICIENT_FUNDS,2,0.8239,0.1761,176939.46,16,5,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186d8,00000000-0000-0000-0000-000000000006,00000000-0000-0000-0000-000000000696,10108,card,CARD_EXPIRED,3,0.8757,0.1243,10849.16,15,5,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186d9,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-0000000005cf,2544,card,TECHNICAL_ERROR,4,0.7387,0.2613,1017.79,11,1,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186da,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-0000000005c2,6361,netbanking,INSUFFICIENT_FUNDS,2,0.9247,0.0753,22950.61,15,2,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186db,00000000-0000-0000-0000-00000000000e,00000000-0000-0000-0000-000000000495,1640,upi,INSUFFICIENT_FUNDS,2,0.8144,0.1856,21711.85,17,3,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186dc,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000872,3575,card,CARD_EXPIRED,1,0.783,0.217,29432.45,12,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186dd,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-00000000070c,6658,upi,PAYMENT_METHOD_FAILURE,1,0.7745,0.2255,196206.95,14,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186de,00000000-0000-0000-0000-00000000000f,00000000-0000-0000-0000-000000000587,993,card,PAYMENT_METHOD_FAILURE,1,0.769,0.231,3069.24,12,0,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186df,00000000-0000-0000-0000-00000000000f,00000000-0000-0000-0000-0000000007a2,7605,card,BANK_TIMEOUT,1,0.7953,0.2047,11443.72,8,6,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186e0,00000000-0000-0000-0000-000000000002,00000000-0000-0000-0000-00000000065f,516,upi,CUSTOMER_ABANDONMENT,1,0.8789,0.1211,261846.98,12,6,True,SEND_PAYMENT_LINK,1
00000000-0000-0000-0000-0000000186e1,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-00000000098b,15378,upi,BANK_TIMEOUT,3,0.5498,0.4502,26585.23,17,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186e2,00000000-0000-0000-0000-000000000012,00000000-0000-0000-0000-000000000998,2157,card,NETWORK_ERROR,1,0.3924,0.6076,2041.93,18,5,True,RETRY_NOW,1
00000000-0000-0000-0000-0000000186e3,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-00000000054c,799,card,INSUFFICIENT_FUNDS,1,0.8164,0.1836,22020.49,19,5,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186e4,00000000-0000-0000-0000-000000000001,00000000-0000-0000-0000-0000000004a9,4788,upi,PAYMENT_METHOD_FAILURE,1,0.544,0.456,14288.34,14,0,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186e5,00000000-0000-0000-0000-00000000000b,00000000-0000-0000-0000-0000000005af,2692,card,CUSTOMER_ABANDONMENT,1,0.914,0.086,234467.38,15,5,True,SEND_PAYMENT_LINK,0
00000000-0000-0000-0000-0000000186e6,00000000-0000-0000-0000-000000000002,00000000-0000-0000-0000-000000000494,232,upi,NETWORK_ERROR,2,0.94,0.06,200788.03,12,0,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186e7,00000000-0000-0000-0000-00000000000d,00000000-0000-0000-0000-00000000057c,1128,wallet,INSUFFICIENT_FUNDS,1,0.7901,0.2099,25025.52,12,6,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186e8,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-00000000068f,543,card,TECHNICAL_ERROR,1,0.7587,0.2413,19930.51,19,4,True,RETRY_NOW,1
00000000-0000-0000-0000-0000000186e9,00000000-0000-0000-0000-00000000000d,00000000-0000-0000-0000-0000000009b3,597,card,BANK_TIMEOUT,2,0.8643,0.1357,15101.99,7,1,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186ea,00000000-0000-0000-0000-00000000000c,00000000-0000-0000-0000-000000000567,575,card,INSUFFICIENT_FUNDS,1,0.803,0.197,26762.61,11,4,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186eb,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-0000000005df,3367,upi,INSUFFICIENT_FUNDS,3,0.7381,0.2619,13391.38,7,3,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186ec,00000000-0000-0000-0000-000000000010,00000000-0000-0000-0000-000000000624,5287,card,INSUFFICIENT_FUNDS,2,0.9009,0.0991,2579.51,20,6,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186ed,00000000-0000-0000-0000-000000000007,00000000-0000-0000-0000-0000000008f3,720,emi,INSUFFICIENT_FUNDS,1,0.7026,0.2974,20222.13,10,3,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186ee,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-0000000006c7,175,upi,PAYMENT_METHOD_FAILURE,1,0.3284,0.6716,1321.64,19,4,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186ef,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-000000000703,103,card,BANK_TIMEOUT,1,0.5805,0.4195,2258.71,18,0,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186f0,00000000-0000-0000-0000-00000000000f,00000000-0000-0000-0000-000000000627,21527,card,TECHNICAL_ERROR,1,0.8142,0.1858,23784.14,19,6,True,RETRY_NOW,1
00000000-0000-0000-0000-0000000186f1,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-0000000005c4,2185,emi,BANK_TIMEOUT,2,0.9012,0.0988,15261.83,1,2,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186f2,00000000-0000-0000-0000-000000000004,00000000-0000-0000-0000-00000000045a,4835,upi,TECHNICAL_ERROR,1,0.8892,0.1108,11629.88,18,6,True,RETRY_NOW,1
00000000-0000-0000-0000-0000000186f3,00000000-0000-0000-0000-000000000007,00000000-0000-0000-0000-00000000054b,1430,card,INSUFFICIENT_FUNDS,2,0.8367,0.1633,4437.66,15,5,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186f4,00000000-0000-0000-0000-000000000016,00000000-0000-0000-0000-0000000008a3,141,card,PAYMENT_METHOD_FAILURE,4,0.7226,0.2774,9453.37,14,4,False,STOP_RECOVERY,0
00000000-0000-0000-0000-0000000186f5,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-000000000569,2970,netbanking,PAYMENT_METHOD_FAILURE,4,0.5871,0.4129,24738.29,17,4,False,STOP_RECOVERY,0
00000000-0000-0000-0000-0000000186f6,00000000-0000-0000-0000-00000000000d,00000000-0000-0000-0000-0000000007d4,13104,card,BANK_TIMEOUT,2,0.8341,0.1659,5935.34,19,0,True,RETRY_LATER,1
00000000-0000-0000-0000-0000000186f7,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-0000000003e9,849,card,CARD_EXPIRED,2,0.758,0.242,26052.2,9,2,True,SEND_PAYMENT_LINK,0
00000000-0000-0000-0000-0000000186f8,00000000-0000-0000-0000-000000000005,00000000-0000-0000-0000-00000000067e,126,card,BANK_TIMEOUT,2,0.7365,0.2635,4201.85,17,1,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186f9,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-00000000081d,445,netbanking,TECHNICAL_ERROR,1,0.7858,0.2142,28116.81,10,5,True,RETRY_NOW,1
00000000-0000-0000-0000-0000000186fa,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-0000000004b6,5149,card,NETWORK_ERROR,4,0.8292,0.1708,26219.38,12,5,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186fb,00000000-0000-0000-0000-00000000000c,00000000-0000-0000-0000-0000000007cd,2667,upi,BANK_TIMEOUT,4,0.712,0.288,20634.1,20,5,True,SWITCH_PAYMENT_METHOD,0
00000000-0000-0000-0000-0000000186fc,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-0000000006c2,7648,card,INSUFFICIENT_FUNDS,1,0.7432,0.2568,18030.13,2,2,True,RETRY_LATER,0
00000000-0000-0000-0000-0000000186fd,00000000-0000-0000-0000-00000000000e,00000000-0000-0000-0000-000000000643,1827,card,PAYMENT_METHOD_FAILURE,4,0.85,0.15,9757.89,16,4,False,STOP_RECOVERY,0
00000000-0000-0000-0000-0000000186fe,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-000000000872,4110,card,CARD_EXPIRED,3,0.783,0.217,29432.45,11,4,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-0000000186ff,00000000-0000-0000-0000-00000000000a,00000000-0000-0000-0000-0000000007e0,1090,card,PAYMENT_METHOD_FAILURE,1,0.4913,0.5087,7943.52,17,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-000000018700,00000000-0000-0000-0000-000000000012,00000000-0000-0000-0000-00000000049d,483,netbanking,CARD_EXPIRED,2,0.8206,0.1794,59856.7,5,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-000000018701,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-0000000005e7,4125,upi,NETWORK_ERROR,2,0.8957,0.1043,27593.58,12,5,True,RETRY_LATER,1
00000000-0000-0000-0000-000000018702,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-0000000006fe,5260,card,INSUFFICIENT_FUNDS,1,0.9072,0.0928,24026.66,18,3,True,RETRY_LATER,1
00000000-0000-0000-0000-000000018703,00000000-0000-0000-0000-00000000000f,00000000-0000-0000-0000-0000000006ef,872,card,NETWORK_ERROR,3,0.8919,0.1081,24704.38,13,6,True,RETRY_LATER,0
00000000-0000-0000-0000-000000018704,00000000-0000-0000-0000-000000000008,00000000-0000-0000-0000-00000000091d,11464,upi,NETWORK_ERROR,1,0.5579,0.4421,876.58,19,6,True,RETRY_NOW,0
00000000-0000-0000-0000-000000018705,00000000-0000-0000-0000-00000000000e,00000000-0000-0000-0000-000000000643,11930,card,NETWORK_ERROR,1,0.85,0.15,9757.89,13,2,True,RETRY_NOW,1
00000000-0000-0000-0000-000000018706,00000000-0000-0000-0000-00000000000b,00000000-0000-0000-0000-0000000006e8,578,card,BANK_TIMEOUT,4,0.7334,0.2666,12191.22,15,0,False,STOP_RECOVERY,0
00000000-0000-0000-0000-000000018707,00000000-0000-0000-0000-000000000019,00000000-0000-0000-0000-0000000008d0,608,netbanking,PAYMENT_METHOD_FAILURE,1,0.792,0.208,14968.25,13,5,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-000000018708,00000000-0000-0000-0000-00000000000b,00000000-0000-0000-0000-000000000761,641,card,BANK_TIMEOUT,1,0.5812,0.4188,5017.76,17,1,True,RETRY_LATER,1
00000000-0000-0000-0000-000000018709,00000000-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000856,1553,upi,PAYMENT_METHOD_FAILURE,1,0.784,0.216,7587.23,10,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-00000001870a,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-0000000004ac,1151,card,INSUFFICIENT_FUNDS,3,0.8738,0.1262,2206.36,10,1,True,RETRY_LATER,1
00000000-0000-0000-0000-00000001870b,00000000-0000-0000-0000-000000000011,00000000-0000-0000-0000-0000000003ef,377,card,NETWORK_ERROR,2,0.8787,0.1213,13484.5,15,4,True,RETRY_LATER,1
00000000-0000-0000-0000-00000001870c,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-0000000004ae,661,card,BANK_TIMEOUT,1,0.7467,0.2533,198234.98,15,0,True,RETRY_LATER,1
00000000-0000-0000-0000-00000001870d,00000000-0000-0000-0000-000000000013,00000000-0000-0000-0000-0000000004d4,144,card,NETWORK_ERROR,1,0.6308,0.3692,5872.48,10,5,True,RETRY_NOW,1
00000000-0000-0000-0000-00000001870e,00000000-0000-0000-0000-00000000000d,00000000-0000-0000-0000-00000000090a,171,upi,BANK_TIMEOUT,3,0.8308,0.1692,18323.13,5,2,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-00000001870f,00000000-0000-0000-0000-00000000000d,00000000-0000-0000-0000-000000000443,305,card,INSUFFICIENT_FUNDS,1,0.3067,0.6933,5297.2,14,2,True,RETRY_LATER,0
00000000-0000-0000-0000-000000018710,00000000-0000-0000-0000-000000000003,00000000-0000-0000-0000-00000000051d,19740,upi,CARD_EXPIRED,1,0.9388,0.0612,16047.72,17,2,True,SEND_PAYMENT_LINK,1
00000000-0000-0000-0000-000000018711,00000000-0000-0000-0000-00000000000e,00000000-0000-0000-0000-00000000089f,16328,card,BANK_TIMEOUT,1,0.5793,0.4207,27219.83,9,4,True,RETRY_LATER,1
00000000-0000-0000-0000-000000018712,00000000-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000830,4443,upi,TECHNICAL_ERROR,1,0.5969,0.4031,6026.73,21,1,True,RETRY_NOW,1
00000000-0000-0000-0000-000000018713,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000489,882,card,CUSTOMER_ABANDONMENT,1,0.5789,0.4211,883.56,9,4,True,SEND_PAYMENT_LINK,0
00000000-0000-0000-0000-000000018714,00000000-0000-0000-0000-000000000016,00000000-0000-0000-0000-00000000087a,300,upi,CARD_EXPIRED,1,0.9241,0.0759,5067.82,7,6,True,SWITCH_PAYMENT_METHOD,0
00000000-0000-0000-0000-000000018715,00000000-0000-0000-0000-00000000000e,00000000-0000-0000-0000-00000000053e,1781,emi,PAYMENT_METHOD_FAILURE,1,0.4396,0.5604,17994.81,11,3,True,SWITCH_PAYMENT_METHOD,1
00000000-0000-0000-0000-000000018716,00000000-0000-0000-0000-000000000018,00000000-0000-0000-0000-00000000095f,3074,card,TECHNICAL_ERROR,2,0.5407,0.4593,18628.96,14,6,True,RETRY_LATER,0
00000000-0000-0000-0000-000000018717,00000000-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000676,734,wallet,CUSTOMER_ABANDONMENT,1,0.7863,0.2137,14840.85,9,3,True,SEND_PAYMENT_LINK,1
00000000-0000-0000-0000-000000018718,00000000-0000-0000-0000-000000000009,00000000-0000-0000-0000-000000000852,2873,card,NETWORK_ERROR,1,0.675,0.325,7800.16,11,6,True,RETRY_NOW,1
00000000-0000-0000-0000-000000018719,00000000-0000-0000-0000-00000000000a,00000000-0000-0000-0000-000000000982,440,upi,INSUFFICIENT_FUNDS,1,0.4191,0.5809,29402.16,15,3,True,RETRY_LATER,1
